sentence,true_label,predicted
¿Todavía quieres que te lleve al aeropuerto?,spa,eng
No me gusta ninguna de estas imágenes.,spa,spa
Mi hijo solo habla conmigo cuando necesita dinero.,spa,spa
¿Te puedes acordar de lo lento que solía ser el Internet?,spa,eng
Necesito un auto nuevo.,spa,spa
Tom said that he thought he'd have to do that tomorrow.,eng,spa
I asked them to join us.,eng,spa
I turned off the motor.,eng,spa
Tom no tenía mucho dinero.,spa,spa
¡Hagan fila para la merienda!,spa,spa
We're checking it now.,eng,spa
Would it be OK if I did that today?,eng,spa
Amueblar un apartamento nuevo debe de suponer muchos gastos.,spa,spa
Christians believe that God is the creator of the world.,eng,spa
¿Cuál es tu energizante favorito?,spa,eng
There's a fountain in front of the station.,eng,spa
I hope that will not happen again.,eng,spa
"I'm young, but I'm not stupid.",eng,spa
Tom y Mary decidieron casarse.,spa,spa
Sami saw Layla's apartment.,eng,spa
Mi madre puso un gran jarrón en el estante.,spa,spa
Muchos han cometido el mismo error.,spa,spa
I've given up smoking.,eng,spa
"Buenos días, soy XXX y en este momento estoy buscando mi primer empleo.",spa,spa
Podíamos ver al atardecer desde la ventana.,spa,spa
"Despacito, y buena letra.",spa,spa
I got off with a fine.,eng,spa
Me gustaría confiar en vos.,spa,spa
I'm still waiting for you to answer to my question.,eng,spa
Está pensando en el problema.,spa,spa
Trabaja de lunes a viernes.,spa,spa
"Every night when you say a prayer, say a prayer for daddy.",eng,spa
I would like a tourist visa.,eng,spa
I still say we should've helped Tom.,eng,spa
"Tom! Where are you? ""I'm here!"" ""But where is here?""",eng,spa
Tom's family liked it in Boston.,eng,spa
We alternated with each other in driving the car.,eng,spa
I know Tom didn't know that I didn't want to do that.,eng,spa
Vamos a la escuela en autobús.,spa,spa
Ya acabaste.,spa,spa
Tom es guapo.,spa,spa
To learn a foreign language requires a lot of time.,eng,spa
I gave him two pounds.,eng,spa
I won't make you hurry.,eng,spa
Sami told Layla his number.,eng,spa
Tom is between twenty and thirty years old.,eng,spa
Sami had to do an assignment.,eng,spa
I thought that you didn't have a boyfriend.,eng,spa
Él se relaja cuando toca la guitarra.,spa,spa
Tom said that Mary is very hungry every day when she gets home.,eng,spa
Ella vivió muchos años.,spa,spa
Ella se ve triste.,spa,spa
You said you wanted to know.,eng,spa
Ella suele usar vaqueros.,spa,spa
Having a poor goal is better than lacking a goal.,eng,spa
I don't think that Tom is sure that's what Mary has to do.,eng,spa
Heaven gives life to people and causes them to have all kinds of desires.,eng,spa
Él repara su propio coche.,spa,spa
Tom has been a perfect gentleman.,eng,spa
Toda situación requiere un análisis individual.,spa,spa
Sami's dog is so ugly.,eng,spa
Espero estar de vuelta para las dos y media.,spa,spa
La comida está lista.,spa,spa
Voy a matarle.,spa,spa
Tom said that he was happy that you didn't do that.,eng,spa
Me encantan los pandas.,spa,spa
Tom will get a better job with a college degree.,eng,spa
Mary is anxious about the way she looks.,eng,spa
Dijo que ellos eran buenos amigos de ella.,spa,spa
"We have many things in common: hobbies, educational backgrounds, for instance.",eng,spa
Tom admitted he'd been unfair.,eng,spa
I am as sad and lonely as can be.,eng,spa
He oído la historia.,spa,spa
Esta mula no puede ir más cargada.,spa,spa
"Oh, ¡qué hermoso!",spa,spa
Would you please hold on?,eng,eng
I have bad eyesight.,eng,spa
Afuera está completamente oscuro.,spa,spa
I'm going to study French this evening.,eng,spa
That massage felt good.,eng,spa
I thought Tom looked OK.,eng,spa
We lied to you.,eng,spa
¿Quién quiere que nos apostemos algo?,spa,eng
Tom is being chased by paparazzi.,eng,spa
Tom asked Mary to help him reformat the hard disk.,eng,spa
Compré todos esos televisores.,spa,spa
¿Debería ser celoso?,spa,eng
Soy un periodista independiente.,spa,spa
Ella aprendió el arte de la cestería de su abuela.,spa,spa
Esta frase está bien.,spa,spa
Are you a registered voter?,eng,eng
Sami believed Layla was having an affair with Farid.,eng,spa
El reloj se detuvo. Necesito pilas nuevas.,spa,spa
La crema es un líquido blanco y amarillo claro compuesto de proteínas concentradas y grasas.,spa,spa
I retired last year.,eng,spa
Tom bebe café.,spa,spa
Él no se avergüenza de ser pobre.,spa,spa
His play ended in large success.,eng,spa
Sami's parents decided to have a divorce.,eng,spa
He is now playing tennis on the court.,eng,spa
"De repente, las bombas del enemigo cayeron sobre nosotros como lluvia.",spa,spa
Do you have a contingency plan in place?,eng,eng
Yo sentí exactamente lo mismo.,spa,spa
I secretly hoped this would happen.,eng,spa
Tom and Mary admitted that they were confused.,eng,spa
Tom didn't seem to be as tempted to do that as Mary seemed to be.,eng,spa
Tom seguramente no habría tenido éxito sin tu ayuda.,spa,spa
Compré flores porque voy a visitar a mi abuela esta tarde.,spa,spa
Hago deporte todos los días.,spa,spa
Serás más vigoroso si te ejercitas.,spa,spa
Would you rather come with us?,eng,eng
I don't know what's real.,eng,spa
Tom me ha estado haciendo bullying desde hace meses.,spa,spa
Es realmente horrible.,spa,spa
Tom no le mentiría a Mary.,spa,spa
Sami wrote a song a couple of months ago.,eng,spa
Can you zip up my dress?,eng,eng
¿Puedo sentarme cerca de vosotras?,spa,eng
The color of it is red.,eng,spa
I wanted to spend more time in Boston.,eng,spa
They showed their IDs to the bartender.,eng,spa
Mary says she swims well.,eng,spa
Me gusta el helado de frutilla.,spa,spa
Me alegro de que estéis todos aquí.,spa,spa
Sami got his price estimate.,eng,spa
Ellos se reunieron ayer con el Ministro de Asuntos Exteriores.,spa,spa
"Si todavía no sabes sambar, deja que yo te enseñe.",spa,spa
The pain must be horrible.,eng,spa
Where did you study yesterday?,eng,spa
"¡Hey!, mira, es Tom.",spa,spa
Tom ya vendió su automóvil.,spa,spa
Why did Mary do what she did?,eng,spa
"Siempre que me ve, finge que no me conoce.",spa,spa
Sami hired one cook.,eng,spa
Why are you in a hurry to sell your house?,eng,eng
Tom has been interviewing people for that job all day.,eng,spa
"Tras un instante, regresó con una bola en la boca y tiró el juguete al césped.",spa,spa
No cometeré este error otra vez.,spa,spa
Él era realmente el hombre que estábamos buscando.,spa,spa
"Si podría, lo haría.",spa,spa
La vida es muy corta.,spa,spa
Todo consejo es bienvenido.,spa,spa
I wish it would rain.,eng,spa
John inherited a large fortune.,eng,spa
What is the title of your new book?,eng,eng
"Si os conociera mejor, quizá os habría dejado entrar.",spa,spa
I prefer going to the mountains in summer.,eng,spa
Bebo una taza de té de arándano en la tetería.,spa,spa
I thought that you had to work.,eng,spa
Hay mucha gente aquí.,spa,spa
Mary told Tom that she was in Boston last Monday.,eng,spa
John is likely to make a mistake.,eng,spa
El sol estaba tapado por un manto de nubes.,spa,spa
No fue hasta ayer que supe la verdad.,spa,spa
Tom said that he tried to cheer Mary up.,eng,spa
Este juego no tiene reglas fijas de momento; las vamos modificando o inventando según transcurre.,spa,spa
Do you play any instruments?,eng,eng
¡Le odio!,spa,spa
Él asiste a conferencias médicas.,spa,spa
Se están preparando para su viaje.,spa,spa
You must go there immediately.,eng,spa
A la mayoría de los chicos les gusta el béisbol.,spa,spa
Tom was embarrassed when told he had made a drunken pass at Mary's mother at the party.,eng,spa
Sami's cheating fueled Layla's rage.,eng,spa
Just back away.,eng,spa
I haven't felt that way since Mary left.,eng,spa
"Tuve tan poco tiempo, que tuve que almorzar apresurado.",spa,spa
The girls hope to meet white boys in Blackpool.,eng,spa
I invited her to go to the movies.,eng,spa
I know that I'm going to be arrested.,eng,spa
¿Qué te ha hecho pensar que querría darte un beso?,spa,eng
Soy tu novia.,spa,spa
Tom said that he thought that Mary would have to do that.,eng,spa
He said he liked the idea.,eng,spa
This woman is a prostitute.,eng,spa
Me siento como si estuviera soñando.,spa,spa
Tom might be in Australia next Monday.,eng,spa
Estoy necesitando un amigo para desahogar mi dolor.,spa,spa
The butler serves dinner.,eng,spa
Déjame dormir.,spa,spa
She's my type.,eng,spa
Estoy deseando ir a Boston.,spa,spa
I know that Tom would show Mary how to do that if she asked him to.,eng,spa
I don't want it to happen.,eng,spa
My wife is too sincere. I don't know if it's good or bad.,eng,spa
I wonder if Tom really was at school today.,eng,spa
"Lo siento, no tengo dinero.",spa,spa
Hoy trabajo en casa.,spa,spa
Resultó que estábamos en el mismo tren.,spa,spa
Deberías arreglar tu coche.,spa,spa
Me siento privilegiado.,spa,spa
Sami admitted to the affair.,eng,spa
Sami was a kid.,eng,spa
Ella se escabulló para reunirse con un chico.,spa,spa
Un muro rodeaba el casco antiguo de la ciudad.,spa,spa
Dividamos el dinero entre nosotros dos.,spa,spa
La maestra da clases particulares.,spa,spa
¿Me pones medio kilo de manzanas?,spa,eng
"Por estar haciendo tanto ruido, le echaron de la biblioteca.",spa,spa
Odio las leyes.,spa,spa
¿Cuántos perritos calientes vendiste hoy?,spa,spa
¿Comerás en casa o afuera?,spa,eng
El sol no brilla de noche.,spa,spa
Unieron sus fuerzas y lucharon contra el enemigo.,spa,spa
"¡Deja de moverte tanto! Haces que la barca cabecee, vamos a acabar volcando.",spa,spa
Ellas los respetan.,spa,spa
Fue la primera chica a la que besé.,spa,spa
I cannot calculate this. I am not an engineer.,eng,spa
Mi madre está a dieta.,spa,spa
Mary is now truly on her own.,eng,spa
Ella caminaba veinte millas al día.,spa,spa
Antes te respetaba.,spa,spa
Tom and Mary wouldn't drink the coffee John made for them.,eng,spa
No tengo nada en la nevera.,spa,spa
No había escuelas para sordos en esa época.,spa,spa
Ella le aconsejó que fuera puntual.,spa,spa
Debíamos haber despegado a las 4:30 p.m.,spa,spa
"No comas manzanas verdes, si no te enfermarás.",spa,spa
Ella debía discutir algo con él.,spa,spa
Carlos Morel was the first Argentine illustrator.,eng,spa
God answered Tom's prayers.,eng,spa
Is there much water in the dam?,eng,eng
Haz buenas acciones y vocifera.,spa,spa
How many chairs are there?,eng,eng
Acordamos las dos y media.,spa,spa
Mary said she wanted to go shopping.,eng,spa
I didn't think you were wrong.,eng,spa
Sé quién vive en esa casa.,spa,spa
Have you ever tried not being rude to people?,eng,eng
"Para ser sincera, no me gusta.",spa,spa
"No es necesario que lo haga, pero lo haré.",spa,spa
You'll get the chance to do that.,eng,spa
Mary said that she knew the rules.,eng,spa
Cuando vivía en Londres trabajaba en un banco.,spa,spa
Espero que tu madre se recupere pronto.,spa,spa
You guys get the best shots.,eng,spa
The world seen through the lace curtain was dark.,eng,spa
He never visits us without bringing some presents for my children.,eng,spa
What are Tom's main achievements?,eng,eng
Bienvenida.,spa,spa
Te invito a una cerveza.,spa,spa
Tom ha tirado la ropa de su mujer al fuego.,spa,spa
"I contacted them the other day, but I was not able to get an answer.",eng,spa
Give us a call.,eng,spa
"Agradézcaselo a aquel hombre, pues él es el responsable del proyecto.",spa,spa
His temperature is normal.,eng,spa
"Eres mi abogado, te he contratado para que me defiendas, no para que me juzgues.",spa,spa
I'm surprised that Tom gave Mary all the money she asked for.,eng,spa
Con toda razón él puede afirmar que él es el primero.,spa,spa
Tomorrow is my first day of work.,eng,spa
Mi hermano tiene buena memoria.,spa,spa
Él trabaja todos los días excepto los domingos.,spa,spa
Sus padres estaban con mi hermano hoy.,spa,spa
"Si la lámpara se quema, encendé las velas.",spa,spa
"Hay beneficios; pocos, pero hay.",spa,spa
Ella es tranquila.,spa,spa
Mary said that she did her homework by herself.,eng,spa
Este lugar es propicio para nadar.,spa,spa
No tiene rival.,spa,spa
She thought to the contrary.,eng,spa
When you're a parent it's important to set a good example for your children.,eng,spa
Tom is the only one who doesn't seem to be busy.,eng,spa
Será construida una gran casa.,spa,spa
Tom never gave me any grief.,eng,spa
You're a good leader.,eng,spa
¿Podés decirme que le pasó a Tomás?,spa,eng
It looks like you're angry.,eng,spa
El lago Poyang es el lago de agua dulce más grande de China.,spa,spa
Puede que éste no sea un diamante auténtico.,spa,spa
No tenga miedo de hacer preguntas.,spa,spa
Todos nos fuimos.,spa,spa
¿Trabajás acá?,spa,eng
Why didn't you tell me Tom and Mary weren't Canadians?,eng,eng
Tom said that you just need to relax.,eng,spa
Has estado ocupado.,spa,spa
"No tenemos que hablar ahora mismo sobre eso, ¿a que no?",spa,eng
Hazlo más grande.,spa,spa
My shoes are bigger than yours.,eng,spa
I thought Tom had gotten over Mary.,eng,spa
Esta traducción no vale ni un duro.,spa,spa
I really did have a great time.,eng,spa
Tom said he didn't have one of these yet.,eng,spa
Él echó mano de la pistola.,spa,spa
Neither one is acceptable.,eng,spa
"Ha sido agradable hablar contigo, pero realmente me debo ir ahora.",spa,spa
Mary wouldn't tell me why she didn't like Tom.,eng,spa
Intenté escapar.,spa,spa
I don't think that Tom has to do that.,eng,spa
They pretended that they were doctors.,eng,spa
Cerca hay una parada de autobús.,spa,spa
Ella lleva puesto un valioso anillo.,spa,spa
Tom definitely had to do that.,eng,spa
Ahora no estoy cansada.,spa,spa
Me parece que ellos llegarán tarde.,spa,spa
Esto sólo lo he dicho para hacer una broma.,spa,spa
You looked like you were worried.,eng,spa
Were you really surprised?,eng,spa
Todo el mundo sabe que ella tiene dinero.,spa,spa
Parece que no hay lugar en ningún cementerio para el cuerpo de Erich Priebke.,spa,spa
Mis actitudes no le agradaron para nada.,spa,spa
